страна,год,пол,возраст,количество_самоубийства,население,самоубийства_на_100к_человек,страна-год,ИЧР_за_год,ввп_за_год ($) ,ввп_на_душу_населения ($),поколение
Мексика,1988,женский,55-74 лет,21,2844000,0.74,Мексика1988,,"183,144,164,357",2630,Поколение G.I.
Мексика,1988,мужской,5-14 лет,46,10438000,0.44,Мексика1988,,"183,144,164,357",2630,Поколение X
Мексика,1988,женский,5-14 лет,15,10101000,0.15,Мексика1988,,"183,144,164,357",2630,Поколение X
Мексика,1989,мужской,75+ лет,83,476000,17.44,Мексика1989,,"222,977,046,516",3125,Поколение G.I.
Мексика,1989,мужской,55-74 лет,212,2613000,8.11,Мексика1989,,"222,977,046,516",3125,Поколение G.I.
Мексика,1989,мужской,35-54 лет,404,6586000,6.13,Мексика1989,,"222,977,046,516",3125,Молчаливое поколение
Мексика,1989,мужской,25-34 лет,369,6109000,6.04,Мексика1989,,"222,977,046,516",3125,Бумеры
Мексика,1989,мужской,15-24 лет,472,9284000,5.08,Мексика1989,,"222,977,046,516",3125,Поколение X
Мексика,1989,женский,35-54 лет,79,6807000,1.16,Мексика1989,,"222,977,046,516",3125,Молчаливое поколение
Мексика,1989,женский,15-24 лет,96,9111000,1.05,Мексика1989,,"222,977,046,516",3125,Поколение X
Мексика,1989,женский,25-34 лет,64,6186000,1.03,Мексика1989,,"222,977,046,516",3125,Бумеры
Мексика,1989,женский,55-74 лет,27,2961000,0.91,Мексика1989,,"222,977,046,516",3125,Поколение G.I.
Мексика,1989,женский,75+ лет,5,632000,0.79,Мексика1989,,"222,977,046,516",3125,Поколение G.I.
Мексика,1989,мужской,5-14 лет,40,10466000,0.38,Мексика1989,,"222,977,046,516",3125,Поколение X
Мексика,1989,женский,5-14 лет,14,10128000,0.14,Мексика1989,,"222,977,046,516",3125,Поколение X
Мексика,1990,мужской,75+ лет,87,489000,17.79,Мексика1990,0.648,"262,709,948,091",3595,Поколение G.I.
Мексика,1990,мужской,55-74 лет,224,2709000,8.27,Мексика1990,0.648,"262,709,948,091",3595,Поколение G.I.
Мексика,1990,мужской,35-54 лет,437,6812000,6.42,Мексика1990,0.648,"262,709,948,091",3595,Молчаливое поколение
Мексика,1990,мужской,25-34 лет,387,6347000,6.1,Мексика1990,0.648,"262,709,948,091",3595,Бумеры
Мексика,1990,мужской,15-24 лет,472,9501000,4.97,Мексика1990,0.648,"262,709,948,091",3595,Поколение X
Мексика,1990,женский,15-24 лет,114,9327000,1.22,Мексика1990,0.648,"262,709,948,091",3595,Поколение X
Мексика,1990,женский,55-74 лет,34,3073000,1.11,Мексика1990,0.648,"262,709,948,091",3595,Поколение G.I.
Мексика,1990,женский,25-34 лет,57,6426000,0.89,Мексика1990,0.648,"262,709,948,091",3595,Бумеры
Мексика,1990,женский,35-54 лет,58,7045000,0.82,Мексика1990,0.648,"262,709,948,091",3595,Молчаливое поколение
Мексика,1990,женский,75+ лет,5,650900,0.77,Мексика1990,0.648,"262,709,948,091",3595,Поколение G.I.
Мексика,1990,мужской,5-14 лет,41,10518000,0.39,Мексика1990,0.648,"262,709,948,091",3595,Поколение X
Мексика,1990,женский,5-14 лет,10,10179000,0.1,Мексика1990,0.648,"262,709,948,091",3595,Поколение X
Мексика,1991,мужской,75+ лет,73,500300,14.59,Мексика1991,,"314,454,015,372",4204,Поколение G.I.
Мексика,1991,мужской,55-74 лет,240,2799000,8.57,Мексика1991,,"314,454,015,372",4204,Молчаливое поколение
Мексика,1991,мужской,25-34 лет,430,6592000,6.52,Мексика1991,,"314,454,015,372",4204,Бумеры
Мексика,1991,мужской,35-54 лет,440,7060000,6.23,Мексика1991,,"314,454,015,372",4204,Бумеры
Мексика,1991,мужской,15-24 лет,560,9666000,5.79,Мексика1991,,"314,454,015,372",4204,Поколение X
Мексика,1991,женский,75+ лет,8,667000,1.2,Мексика1991,,"314,454,015,372",4204,Поколение G.I.
Мексика,1991,женский,15-24 лет,113,9492000,1.19,Мексика1991,,"314,454,015,372",4204,Поколение X
Мексика,1991,женский,25-34 лет,72,6672000,1.08,Мексика1991,,"314,454,015,372",4204,Бумеры
Мексика,1991,женский,35-54 лет,75,7306000,1.03,Мексика1991,,"314,454,015,372",4204,Бумеры
Мексика,1991,женский,55-74 лет,28,3182000,0.88,Мексика1991,,"314,454,015,372",4204,Молчаливое поколение
Мексика,1991,мужской,5-14 лет,46,10601000,0.43,Мексика1991,,"314,454,015,372",4204,Миллениалы
Мексика,1991,женский,5-14 лет,18,10259000,0.18,Мексика1991,,"314,454,015,372",4204,Миллениалы
Мексика,1992,мужской,75+ лет,95,549600,17.29,Мексика1992,,"363,609,163,462",4830,Поколение G.I.
Мексика,1992,мужской,55-74 лет,243,2862600,8.49,Мексика1992,,"363,609,163,462",4830,Молчаливое поколение
Мексика,1992,мужской,25-34 лет,484,6347100,7.63,Мексика1992,,"363,609,163,462",4830,Бумеры
Мексика,1992,мужской,35-54 лет,482,7168700,6.72,Мексика1992,,"363,609,163,462",4830,Бумеры
Мексика,1992,мужской,15-24 лет,554,9572400,5.79,Мексика1992,,"363,609,163,462",4830,Поколение X
Мексика,1992,женский,15-24 лет,126,9605800,1.31,Мексика1992,,"363,609,163,462",4830,Поколение X
Мексика,1992,женский,25-34 лет,84,6654900,1.26,Мексика1992,,"363,609,163,462",4830,Бумеры
Мексика,1992,женский,75+ лет,8,730100,1.1,Мексика1992,,"363,609,163,462",4830,Поколение G.I.
Мексика,1992,женский,55-74 лет,33,3193600,1.03,Мексика1992,,"363,609,163,462",4830,Молчаливое поколение
Мексика,1992,женский,35-54 лет,66,7544500,0.87,Мексика1992,,"363,609,163,462",4830,Бумеры
Мексика,1992,мужской,5-14 лет,41,10704300,0.38,Мексика1992,,"363,609,163,462",4830,Миллениалы
Мексика,1992,женский,5-14 лет,21,10352200,0.2,Мексика1992,,"363,609,163,462",4830,Миллениалы
Мексика,1993,мужской,75+ лет,95,560100,16.96,Мексика1993,,"500,736,065,605",6518,Поколение G.I.
Мексика,1993,мужской,55-74 лет,255,2963500,8.6,Мексика1993,,"500,736,065,605",6518,Молчаливое поколение
Мексика,1993,мужской,25-34 лет,488,6543100,7.46,Мексика1993,,"500,736,065,605",6518,Бумеры
Мексика,1993,мужской,35-54 лет,546,7427100,7.35,Мексика1993,,"500,736,065,605",6518,Бумеры
Мексика,1993,мужской,15-24 лет,582,9745400,5.97,Мексика1993,,"500,736,065,605",6518,Поколение X
Мексика,1993,женский,15-24 лет,126,9764500,1.29,Мексика1993,,"500,736,065,605",6518,Поколение X
Мексика,1993,женский,35-54 лет,83,7837300,1.06,Мексика1993,,"500,736,065,605",6518,Бумеры
Мексика,1993,женский,55-74 лет,32,3305700,0.97,Мексика1993,,"500,736,065,605",6518,Молчаливое поколение
Мексика,1993,женский,25-34 лет,64,6871000,0.93,Мексика1993,,"500,736,065,605",6518,Бумеры
Мексика,1993,женский,75+ лет,6,745600,0.8,Мексика1993,,"500,736,065,605",6518,Поколение G.I.
Мексика,1993,мужской,5-14 лет,45,10712100,0.42,Мексика1993,,"500,736,065,605",6518,Миллениалы
Мексика,1993,женский,5-14 лет,20,10351400,0.19,Мексика1993,,"500,736,065,605",6518,Миллениалы
Мексика,1994,мужской,75+ лет,100,573400,17.44,Мексика1994,,"527,813,238,126",6735,Поколение G.I.
Мексика,1994,мужской,55-74 лет,299,3066800,9.75,Мексика1994,,"527,813,238,126",6735,Молчаливое поколение
Мексика,1994,мужской,25-34 лет,550,6757200,8.14,Мексика1994,,"527,813,238,126",6735,Бумеры
Мексика,1994,мужской,35-54 лет,554,7691700,7.2,Мексика1994,,"527,813,238,126",6735,Бумеры
Мексика,1994,мужской,15-24 лет,646,9882000,6.54,Мексика1994,,"527,813,238,126",6735,Поколение X
Мексика,1994,женский,15-24 лет,168,9886600,1.7,Мексика1994,,"527,813,238,126",6735,Поколение X
Мексика,1994,женский,75+ лет,12,764600,1.57,Мексика1994,,"527,813,238,126",6735,Поколение G.I.
Мексика,1994,женский,35-54 лет,88,8137700,1.08,Мексика1994,,"527,813,238,126",6735,Бумеры
Мексика,1994,женский,25-34 лет,71,7102600,1.0,Мексика1994,,"527,813,238,126",6735,Бумеры
Мексика,1994,женский,55-74 лет,28,3420700,0.82,Мексика1994,,"527,813,238,126",6735,Молчаливое поколение
Мексика,1994,мужской,5-14 лет,46,10730100,0.43,Мексика1994,,"527,813,238,126",6735,Миллениалы
Мексика,1994,женский,5-14 лет,26,10360700,0.25,Мексика1994,,"527,813,238,126",6735,Миллениалы
Мексика,1995,мужской,75+ лет,111,590900,18.78,Мексика1995,0.67,"360,073,909,244",4505,Поколение G.I.
Мексика,1995,мужской,55-74 лет,298,3172300,9.39,Мексика1995,0.67,"360,073,909,244",4505,Молчаливое поколение
Мексика,1995,мужской,25-34 лет,640,6993100,9.15,Мексика1995,0.67,"360,073,909,244",4505,Поколение X
Мексика,1995,мужской,15-24 лет,755,9978800,7.57,Мексика1995,0.67,"360,073,909,244",4505,Поколение X
Мексика,1995,мужской,35-54 лет,580,7960500,7.29,Мексика1995,0.67,"360,073,909,244",4505,Бумеры
Мексика,1995,женский,15-24 лет,198,9970200,1.99,Мексика1995,0.67,"360,073,909,244",4505,Поколение X
Мексика,1995,женский,25-34 лет,87,7352700,1.18,Мексика1995,0.67,"360,073,909,244",4505,Поколение X
Мексика,1995,женский,35-54 лет,89,8443500,1.05,Мексика1995,0.67,"360,073,909,244",4505,Бумеры
Мексика,1995,женский,75+ лет,8,789100,1.01,Мексика1995,0.67,"360,073,909,244",4505,Поколение G.I.
Мексика,1995,женский,55-74 лет,34,3538000,0.96,Мексика1995,0.67,"360,073,909,244",4505,Молчаливое поколение
Мексика,1995,мужской,5-14 лет,50,10758200,0.46,Мексика1995,0.67,"360,073,909,244",4505,Миллениалы
Мексика,1995,женский,5-14 лет,27,10379800,0.26,Мексика1995,0.67,"360,073,909,244",4505,Миллениалы
Мексика,1996,мужской,75+ лет,115,684228,16.81,Мексика1996,,"410,975,595,310",4904,Поколение G.I.
Мексика,1996,мужской,55-74 лет,309,3367371,9.18,Мексика1996,,"410,975,595,310",4904,Молчаливое поколение
Мексика,1996,мужской,25-34 лет,620,7310893,8.48,Мексика1996,,"410,975,595,310",4904,Поколение X
Мексика,1996,мужской,35-54 лет,638,8288306,7.7,Мексика1996,,"410,975,595,310",4904,Бумеры
Мексика,1996,мужской,15-24 лет,771,10461846,7.37,Мексика1996,,"410,975,595,310",4904,Поколение X
Мексика,1996,женский,15-24 лет,217,10401655,2.09,Мексика1996,,"410,975,595,310",4904,Поколение X
Мексика,1996,женский,25-34 лет,108,7578706,1.43,Мексика1996,,"410,975,595,310",4904,Поколение X
Мексика,1996,женский,35-54 лет,103,8556474,1.2,Мексика1996,,"410,975,595,310",4904,Бумеры
Мексика,1996,женский,55-74 лет,33,3868948,0.85,Мексика1996,,"410,975,595,310",4904,Молчаливое поколение
Мексика,1996,мужской,5-14 лет,61,11350080,0.54,Мексика1996,,"410,975,595,310",4904,Миллениалы
Мексика,1996,женский,75+ лет,4,953167,0.42,Мексика1996,,"410,975,595,310",4904,Поколение G.I.
Мексика,1996,женский,5-14 лет,29,10980620,0.26,Мексика1996,,"410,975,595,310",4904,Миллениалы
Мексика,1997,мужской,75+ лет,109,713693,15.27,Мексика1997,,"500,413,483,109",5864,Поколение G.I.
Мексика,1997,мужской,25-34 лет,721,7614070,9.47,Мексика1997,,"500,413,483,109",5864,Поколение X
Мексика,1997,мужской,15-24 лет,931,10469891,8.89,Мексика1997,,"500,413,483,109",5864,Поколение X
Мексика,1997,мужской,55-74 лет,280,3469821,8.07,Мексика1997,,"500,413,483,109",5864,Молчаливое поколение
Мексика,1997,мужской,35-54 лет,689,8545328,8.06,Мексика1997,,"500,413,483,109",5864,Бумеры
Мексика,1997,женский,15-24 лет,255,10389836,2.45,Мексика1997,,"500,413,483,109",5864,Поколение X
Мексика,1997,женский,25-34 лет,118,7878137,1.5,Мексика1997,,"500,413,483,109",5864,Поколение X
Мексика,1997,женский,35-54 лет,97,8847199,1.1,Мексика1997,,"500,413,483,109",5864,Бумеры
Мексика,1997,женский,55-74 лет,35,3962305,0.88,Мексика1997,,"500,413,483,109",5864,Молчаливое поколение
Мексика,1997,мужской,5-14 лет,81,11419034,0.71,Мексика1997,,"500,413,483,109",5864,Миллениалы
Мексика,1997,женский,75+ лет,4,995305,0.4,Мексика1997,,"500,413,483,109",5864,Поколение G.I.
Мексика,1997,женский,5-14 лет,30,11036261,0.27,Мексика1997,,"500,413,483,109",5864,Миллениалы
Мексика,1998,мужской,75+ лет,117,743519,15.74,Мексика1998,,"526,502,129,378",6064,Поколение G.I.
Мексика,1998,мужской,25-34 лет,774,7923430,9.77,Мексика1998,,"526,502,129,378",6064,Поколение X
Мексика,1998,мужской,15-24 лет,860,10444415,8.23,Мексика1998,,"526,502,129,378",6064,Поколение X
Мексика,1998,мужской,55-74 лет,288,3576372,8.05,Мексика1998,,"526,502,129,378",6064,Молчаливое поколение
Мексика,1998,мужской,35-54 лет,676,8802383,7.68,Мексика1998,,"526,502,129,378",6064,Бумеры
Мексика,1998,женский,15-24 лет,227,10340767,2.2,Мексика1998,,"526,502,129,378",6064,Поколение X
Мексика,1998,женский,25-34 лет,113,8178534,1.38,Мексика1998,,"526,502,129,378",6064,Поколение X
Мексика,1998,женский,35-54 лет,95,9136813,1.04,Мексика1998,,"526,502,129,378",6064,Бумеры
Мексика,1998,женский,75+ лет,10,1038891,0.96,Мексика1998,,"526,502,129,378",6064,Поколение G.I.
Мексика,1998,мужской,5-14 лет,87,11488804,0.76,Мексика1998,,"526,502,129,378",6064,Миллениалы
Мексика,1998,женский,55-74 лет,29,4058048,0.71,Мексика1998,,"526,502,129,378",6064,Молчаливое поколение
Мексика,1998,женский,5-14 лет,36,11093702,0.32,Мексика1998,,"526,502,129,378",6064,Миллениалы
Мексика,1999,мужской,75+ лет,109,772816,14.1,Мексика1999,,"600,232,874,043",6800,Поколение G.I.
Мексика,1999,мужской,15-24 лет,940,10416842,9.02,Мексика1999,,"600,232,874,043",6800,Поколение X
Мексика,1999,мужской,25-34 лет,726,8214958,8.84,Мексика1999,,"600,232,874,043",6800,Поколение X
Мексика,1999,мужской,55-74 лет,317,3684714,8.6,Мексика1999,,"600,232,874,043",6800,Молчаливое поколение
Мексика,1999,мужской,35-54 лет,668,9064400,7.37,Мексика1999,,"600,232,874,043",6800,Бумеры
Мексика,1999,женский,15-24 лет,211,10286270,2.05,Мексика1999,,"600,232,874,043",6800,Поколение X
Мексика,1999,женский,35-54 лет,114,9433287,1.21,Мексика1999,,"600,232,874,043",6800,Бумеры
Мексика,1999,женский,25-34 лет,100,8457907,1.18,Мексика1999,,"600,232,874,043",6800,Поколение X
Мексика,1999,женский,75+ лет,9,1083212,0.83,Мексика1999,,"600,232,874,043",6800,Поколение G.I.
Мексика,1999,женский,55-74 лет,34,4152769,0.82,Мексика1999,,"600,232,874,043",6800,Молчаливое поколение
Мексика,1999,мужской,5-14 лет,59,11553882,0.51,Мексика1999,,"600,232,874,043",6800,Миллениалы
Мексика,1999,женский,5-14 лет,40,11150920,0.36,Мексика1999,,"600,232,874,043",6800,Миллениалы
Мексика,2000,мужской,75+ лет,105,801173,13.11,Мексика2000,0.699,"707,906,744,575",7892,Поколение G.I.
Мексика,2000,мужской,25-34 лет,797,8473261,9.41,Мексика2000,0.699,"707,906,744,575",7892,Поколение X
Мексика,2000,мужской,15-24 лет,870,10407812,8.36,Мексика2000,0.699,"707,906,744,575",7892,Поколение X
Мексика,2000,мужской,55-74 лет,317,3793938,8.36,Мексика2000,0.699,"707,906,744,575",7892,Молчаливое поколение
Мексика,2000,мужской,35-54 лет,755,9334127,8.09,Мексика2000,0.699,"707,906,744,575",7892,Бумеры
Мексика,2000,женский,15-24 лет,231,10247321,2.25,Мексика2000,0.699,"707,906,744,575",7892,Поколение X
Мексика,2000,женский,25-34 лет,101,8702615,1.16,Мексика2000,0.699,"707,906,744,575",7892,Поколение X
Мексика,2000,женский,35-54 лет,111,9741546,1.14,Мексика2000,0.699,"707,906,744,575",7892,Бумеры
Мексика,2000,женский,75+ лет,12,1128113,1.06,Мексика2000,0.699,"707,906,744,575",7892,Поколение G.I.
Мексика,2000,женский,55-74 лет,39,4245190,0.92,Мексика2000,0.699,"707,906,744,575",7892,Молчаливое поколение
Мексика,2000,мужской,5-14 лет,75,11611360,0.65,Мексика2000,0.699,"707,906,744,575",7892,Миллениалы
Мексика,2000,женский,5-14 лет,43,11208337,0.38,Мексика2000,0.699,"707,906,744,575",7892,Миллениалы
Мексика,2001,мужской,75+ лет,161,836476,19.25,Мексика2001,,"756,706,300,590",8311,Молчаливое поколение
Мексика,2001,мужской,25-34 лет,837,8719740,9.6,Мексика2001,,"756,706,300,590",8311,Поколение X
Мексика,2001,мужской,15-24 лет,908,10392763,8.74,Мексика2001,,"756,706,300,590",8311,Миллениалы
Мексика,2001,мужской,55-74 лет,338,3891947,8.68,Мексика2001,,"756,706,300,590",8311,Молчаливое поколение
Мексика,2001,мужской,35-54 лет,765,9614513,7.96,Мексика2001,,"756,706,300,590",8311,Бумеры
Мексика,2001,женский,15-24 лет,263,10198732,2.58,Мексика2001,,"756,706,300,590",8311,Миллениалы
Мексика,2001,женский,25-34 лет,136,8930235,1.52,Мексика2001,,"756,706,300,590",8311,Поколение X
Мексика,2001,женский,35-54 лет,148,10069614,1.47,Мексика2001,,"756,706,300,590",8311,Бумеры
Мексика,2001,женский,55-74 лет,51,4322994,1.18,Мексика2001,,"756,706,300,590",8311,Молчаливое поколение
Мексика,2001,женский,75+ лет,13,1178437,1.1,Мексика2001,,"756,706,300,590",8311,Молчаливое поколение
Мексика,2001,мужской,5-14 лет,79,11648383,0.68,Мексика2001,,"756,706,300,590",8311,Миллениалы
Мексика,2001,женский,5-14 лет,61,11248880,0.54,Мексика2001,,"756,706,300,590",8311,Миллениалы
Мексика,2002,мужской,75+ лет,124,869659,14.26,Мексика2002,,"772,106,378,935",8357,Молчаливое поколение
Мексика,2002,мужской,25-34 лет,852,8935002,9.54,Мексика2002,,"772,106,378,935",8357,Поколение X
Мексика,2002,мужской,15-24 лет,919,10391176,8.84,Мексика2002,,"772,106,378,935",8357,Миллениалы
Мексика,2002,мужской,55-74 лет,348,3991819,8.72,Мексика2002,,"772,106,378,935",8357,Молчаливое поколение
Мексика,2002,мужской,35-54 лет,824,9900926,8.32,Мексика2002,,"772,106,378,935",8357,Бумеры
Мексика,2002,женский,15-24 лет,260,10166352,2.56,Мексика2002,,"772,106,378,935",8357,Миллениалы
Мексика,2002,женский,35-54 лет,158,10409349,1.52,Мексика2002,,"772,106,378,935",8357,Бумеры
Мексика,2002,женский,25-34 лет,119,9124293,1.3,Мексика2002,,"772,106,378,935",8357,Поколение X
Мексика,2002,женский,55-74 лет,46,4401799,1.05,Мексика2002,,"772,106,378,935",8357,Молчаливое поколение
Мексика,2002,мужской,5-14 лет,103,11684250,0.88,Мексика2002,,"772,106,378,935",8357,Миллениалы
Мексика,2002,женский,75+ лет,10,1227458,0.81,Мексика2002,,"772,106,378,935",8357,Молчаливое поколение
Мексика,2002,женский,5-14 лет,63,11292233,0.56,Мексика2002,,"772,106,378,935",8357,Миллениалы
Мексика,2003,мужской,75+ лет,151,901495,16.75,Мексика2003,,"729,336,319,677",7779,Молчаливое поколение
Мексика,2003,мужской,25-34 лет,911,9114537,10.0,Мексика2003,,"729,336,319,677",7779,Поколение X
Мексика,2003,мужской,55-74 лет,385,4100347,9.39,Мексика2003,,"729,336,319,677",7779,Молчаливое поколение
Мексика,2003,мужской,15-24 лет,953,10408446,9.16,Мексика2003,,"729,336,319,677",7779,Миллениалы
Мексика,2003,мужской,35-54 лет,885,10201542,8.68,Мексика2003,,"729,336,319,677",7779,Бумеры
Мексика,2003,женский,15-24 лет,280,10156204,2.76,Мексика2003,,"729,336,319,677",7779,Миллениалы
Мексика,2003,женский,35-54 лет,171,10765671,1.59,Мексика2003,,"729,336,319,677",7779,Бумеры
Мексика,2003,женский,25-34 лет,125,9280350,1.35,Мексика2003,,"729,336,319,677",7779,Поколение X
Мексика,2003,женский,55-74 лет,55,4489997,1.22,Мексика2003,,"729,336,319,677",7779,Молчаливое поколение
Мексика,2003,женский,75+ лет,11,1276432,0.86,Мексика2003,,"729,336,319,677",7779,Молчаливое поколение
Мексика,2003,мужской,5-14 лет,91,11723507,0.78,Мексика2003,,"729,336,319,677",7779,Миллениалы
Мексика,2003,женский,5-14 лет,52,11340331,0.46,Мексика2003,,"729,336,319,677",7779,Миллениалы
Мексика,2004,мужской,75+ лет,140,932624,15.01,Мексика2004,,"782,240,601,985",8217,Молчаливое поколение
Мексика,2004,мужской,25-34 лет,885,9254521,9.56,Мексика2004,,"782,240,601,985",8217,Поколение X
Мексика,2004,мужской,55-74 лет,390,4227720,9.22,Мексика2004,,"782,240,601,985",8217,Молчаливое поколение
Мексика,2004,мужской,15-24 лет,942,10447031,9.02,Мексика2004,,"782,240,601,985",8217,Миллениалы
Мексика,2004,мужской,35-54 лет,926,10528424,8.8,Мексика2004,,"782,240,601,985",8217,Бумеры
Мексика,2004,женский,15-24 лет,238,10169971,2.34,Мексика2004,,"782,240,601,985",8217,Миллениалы
Мексика,2004,женский,25-34 лет,158,9394059,1.68,Мексика2004,,"782,240,601,985",8217,Поколение X
Мексика,2004,женский,55-74 лет,67,4599859,1.46,Мексика2004,,"782,240,601,985",8217,Молчаливое поколение
Мексика,2004,женский,35-54 лет,148,11144750,1.33,Мексика2004,,"782,240,601,985",8217,Бумеры
Мексика,2004,женский,75+ лет,14,1326483,1.06,Мексика2004,,"782,240,601,985",8217,Молчаливое поколение
Мексика,2004,мужской,5-14 лет,98,11772473,0.83,Мексика2004,,"782,240,601,985",8217,Миллениалы
Мексика,2004,женский,5-14 лет,50,11395153,0.44,Мексика2004,,"782,240,601,985",8217,Миллениалы
Мексика,2005,мужской,75+ лет,154,963447,15.98,Мексика2005,0.722,"877,476,221,382",9071,Молчаливое поколение
Мексика,2005,мужской,25-34 лет,956,9355305,10.22,Мексика2005,0.722,"877,476,221,382",9071,Поколение X
Мексика,2005,мужской,35-54 лет,1018,10888804,9.35,Мексика2005,0.722,"877,476,221,382",9071,Бумеры
Мексика,2005,мужской,15-24 лет,943,10509381,8.97,Мексика2005,0.722,"877,476,221,382",9071,Миллениалы
Мексика,2005,мужской,55-74 лет,375,4380597,8.56,Мексика2005,0.722,"877,476,221,382",9071,Молчаливое поколение
Мексика,2005,женский,15-24 лет,272,10208805,2.66,Мексика2005,0.722,"877,476,221,382",9071,Миллениалы
Мексика,2005,женский,25-34 лет,159,9465920,1.68,Мексика2005,0.722,"877,476,221,382",9071,Поколение X
Мексика,2005,женский,35-54 лет,177,11550016,1.53,Мексика2005,0.722,"877,476,221,382",9071,Бумеры
Мексика,2005,женский,55-74 лет,54,4739632,1.14,Мексика2005,0.722,"877,476,221,382",9071,Молчаливое поколение
Мексика,2005,мужской,5-14 лет,98,11833699,0.83,Мексика2005,0.722,"877,476,221,382",9071,Миллениалы
Мексика,2005,женский,75+ лет,11,1378312,0.8,Мексика2005,0.722,"877,476,221,382",9071,Молчаливое поколение
Мексика,2005,женский,5-14 лет,57,11456090,0.5,Мексика2005,0.722,"877,476,221,382",9071,Миллениалы
Мексика,2006,мужской,75+ лет,139,1009855,13.76,Мексика2006,,"975,387,131,716",9906,Молчаливое поколение
Мексика,2006,мужской,25-34 лет,928,9459323,9.81,Мексика2006,,"975,387,131,716",9906,Поколение X
Мексика,2006,мужской,55-74 лет,419,4535133,9.24,Мексика2006,,"975,387,131,716",9906,Молчаливое поколение
Мексика,2006,мужской,35-54 лет,995,11286802,8.82,Мексика2006,,"975,387,131,716",9906,Бумеры
Мексика,2006,мужской,15-24 лет,926,10624582,8.72,Мексика2006,,"975,387,131,716",9906,Миллениалы
Мексика,2006,женский,15-24 лет,287,10309008,2.78,Мексика2006,,"975,387,131,716",9906,Миллениалы
Мексика,2006,женский,25-34 лет,137,9546600,1.44,Мексика2006,,"975,387,131,716",9906,Поколение X
Мексика,2006,женский,35-54 лет,161,11985917,1.34,Мексика2006,,"975,387,131,716",9906,Бумеры
Мексика,2006,женский,55-74 лет,52,4886682,1.06,Мексика2006,,"975,387,131,716",9906,Молчаливое поколение
Мексика,2006,мужской,5-14 лет,114,11875780,0.96,Мексика2006,,"975,387,131,716",9906,Миллениалы
Мексика,2006,женский,75+ лет,11,1441037,0.76,Мексика2006,,"975,387,131,716",9906,Молчаливое поколение
Мексика,2006,женский,5-14 лет,61,11508120,0.53,Мексика2006,,"975,387,131,716",9906,Миллениалы
Мексика,2007,мужской,75+ лет,136,1055853,12.88,Мексика2007,,"1,052,696,282,279",10496,Молчаливое поколение
Мексика,2007,мужской,25-34 лет,943,9530655,9.89,Мексика2007,,"1,052,696,282,279",10496,Поколение X
Мексика,2007,мужской,55-74 лет,421,4716115,8.93,Мексика2007,,"1,052,696,282,279",10496,Молчаливое поколение
Мексика,2007,мужской,35-54 лет,1030,11726685,8.78,Мексика2007,,"1,052,696,282,279",10496,Бумеры
Мексика,2007,мужской,15-24 лет,910,10761087,8.46,Мексика2007,,"1,052,696,282,279",10496,Миллениалы
Мексика,2007,женский,15-24 лет,272,10427676,2.61,Мексика2007,,"1,052,696,282,279",10496,Миллениалы
Мексика,2007,женский,25-34 лет,173,9590582,1.8,Мексика2007,,"1,052,696,282,279",10496,Поколение X
Мексика,2007,женский,35-54 лет,202,12451981,1.62,Мексика2007,,"1,052,696,282,279",10496,Бумеры
Мексика,2007,женский,55-74 лет,48,5064820,0.95,Мексика2007,,"1,052,696,282,279",10496,Молчаливое поколение
Мексика,2007,женский,75+ лет,14,1503866,0.93,Мексика2007,,"1,052,696,282,279",10496,Молчаливое поколение
Мексика,2007,мужской,5-14 лет,83,11918904,0.7,Мексика2007,,"1,052,696,282,279",10496,Поколение Z
Мексика,2007,женский,5-14 лет,53,11546073,0.46,Мексика2007,,"1,052,696,282,279",10496,Поколение Z
Мексика,2008,мужской,75+ лет,145,1101082,13.17,Мексика2008,,"1,109,989,038,339",10864,Молчаливое поколение
Мексика,2008,мужской,25-34 лет,959,9582642,10.01,Мексика2008,,"1,109,989,038,339",10864,Поколение X
Мексика,2008,мужской,55-74 лет,457,4918339,9.29,Мексика2008,,"1,109,989,038,339",10864,Молчаливое поколение
Мексика,2008,мужской,15-24 лет,997,10909870,9.14,Мексика2008,,"1,109,989,038,339",10864,Миллениалы
Мексика,2008,мужской,35-54 лет,1113,12193540,9.13,Мексика2008,,"1,109,989,038,339",10864,Бумеры
Мексика,2008,женский,15-24 лет,325,10559325,3.08,Мексика2008,,"1,109,989,038,339",10864,Миллениалы
Мексика,2008,женский,25-34 лет,176,9612896,1.83,Мексика2008,,"1,109,989,038,339",10864,Поколение X
Мексика,2008,женский,35-54 лет,213,12936391,1.65,Мексика2008,,"1,109,989,038,339",10864,Бумеры
Мексика,2008,женский,55-74 лет,60,5270209,1.14,Мексика2008,,"1,109,989,038,339",10864,Молчаливое поколение
Мексика,2008,мужской,5-14 лет,111,11956461,0.93,Мексика2008,,"1,109,989,038,339",10864,Поколение Z
Мексика,2008,женский,75+ лет,13,1565132,0.83,Мексика2008,,"1,109,989,038,339",10864,Молчаливое поколение
Мексика,2008,женский,5-14 лет,73,11564700,0.63,Мексика2008,,"1,109,989,038,339",10864,Поколение Z
Мексика,2009,мужской,75+ лет,163,1144924,14.24,Мексика2009,,"900,045,362,045",8651,Молчаливое поколение
Мексика,2009,мужской,25-34 лет,985,9636154,10.22,Мексика2009,,"900,045,362,045",8651,Поколение X
Мексика,2009,мужской,35-54 лет,1271,12663131,10.04,Мексика2009,,"900,045,362,045",8651,Бумеры
