страна,год,пол,возраст,количество_самоубийств,население,самоубийства_на_100к_человек,ИЧР_за_год,ВВП_за_год,ВВП_на_душу_населения,индекс_безработицы,регион
Израиль,1985,мужской,75+ лет,24,66600,36.04,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,мужской,55-74 лет,48,249100,19.27,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,75+ лет,10,75500,13.25,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,мужской,35-54 лет,41,396400,10.34,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,55-74 лет,28,290900,9.63,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,мужской,25-34 лет,27,324000,8.33,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,мужской,15-24 лет,19,368300,5.16,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,35-54 лет,19,412800,4.6,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,25-34 лет,11,324700,3.39,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,15-24 лет,7,346200,2.02,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,женский,5-14 лет,0,437800,0.0,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1985,мужской,5-14 лет,0,461200,0.0,0.768,27493591484.0,7325,6.7,Ближний Восток
Израиль,1986,мужской,75+ лет,28,70300,39.83,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,мужской,55-74 лет,56,248200,22.56,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,75+ лет,14,79800,17.54,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,мужской,35-54 лет,47,411300,11.43,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,55-74 лет,32,291700,10.97,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,мужской,25-34 лет,25,323600,7.73,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,мужской,15-24 лет,25,376700,6.64,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,35-54 лет,22,426900,5.15,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,15-24 лет,16,354800,4.51,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,25-34 лет,12,324100,3.7,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,мужской,5-14 лет,1,464900,0.22,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1986,женский,5-14 лет,0,441200,0.0,0.8538,34083532195.0,8938,7.1,Ближний Восток
Израиль,1987,мужской,75+ лет,32,73000,43.84,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,мужской,55-74 лет,57,248000,22.98,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,75+ лет,18,83500,21.56,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,мужской,35-54 лет,45,427100,10.54,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,мужской,25-34 лет,33,323100,10.21,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,55-74 лет,24,293000,8.19,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,мужской,15-24 лет,26,386400,6.73,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,25-34 лет,13,323100,4.02,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,35-54 лет,16,441800,3.62,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,15-24 лет,7,364500,1.92,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,женский,5-14 лет,0,445200,0.0,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1987,мужской,5-14 лет,0,469400,0.0,0.8538,40946424370.0,10558,6.1,Ближний Восток
Израиль,1988,мужской,75+ лет,23,75200,30.59,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,мужской,55-74 лет,51,248700,20.51,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,75+ лет,14,88100,15.89,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,мужской,35-54 лет,62,442600,14.01,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,мужской,25-34 лет,41,323900,12.66,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,55-74 лет,30,293400,10.22,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,мужской,15-24 лет,36,395700,9.1,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,35-54 лет,29,456800,6.35,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,25-34 лет,8,322600,2.48,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,15-24 лет,8,374200,2.14,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,мужской,5-14 лет,1,475400,0.21,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1988,женский,5-14 лет,0,450700,0.0,0.8538,50078767903.0,12687,6.4,Ближний Восток
Израиль,1989,мужской,75+ лет,45,77500,58.06,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,мужской,55-74 лет,71,249800,28.42,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,75+ лет,25,92500,27.03,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,мужской,35-54 лет,62,458000,13.54,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,мужской,25-34 лет,43,326800,13.16,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,55-74 лет,33,293900,11.23,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,мужской,15-24 лет,25,405300,6.17,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,25-34 лет,17,324000,5.25,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,15-24 лет,14,384600,3.64,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,35-54 лет,15,472000,3.18,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,мужской,5-14 лет,2,481100,0.42,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1989,женский,5-14 лет,1,455600,0.22,0.8538,49881433991.0,12405,8.9,Ближний Восток
Израиль,1990,мужской,75+ лет,29,80000,36.25,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,мужской,55-74 лет,52,256800,20.25,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,мужской,25-34 лет,48,336200,14.28,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,мужской,35-54 лет,61,481600,12.67,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,75+ лет,12,98300,12.21,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,55-74 лет,23,303300,7.58,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,мужской,15-24 лет,28,418200,6.7,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,35-54 лет,22,495800,4.44,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,25-34 лет,14,332700,4.21,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,15-24 лет,13,399100,3.26,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,мужской,5-14 лет,2,490200,0.41,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1990,женский,5-14 лет,0,463900,0.0,0.785,58986997917.0,14193,9.6,Ближний Восток
Израиль,1991,мужской,75+ лет,35,83600,41.87,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,мужской,55-74 лет,60,275600,21.77,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,75+ лет,20,105900,18.89,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,мужской,35-54 лет,74,521300,14.2,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,мужской,25-34 лет,41,355600,11.53,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,мужской,15-24 лет,49,443300,11.05,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,55-74 лет,32,328400,9.74,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,35-54 лет,27,538000,5.02,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,25-34 лет,9,351700,2.56,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,15-24 лет,9,425100,2.12,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,мужской,5-14 лет,3,511100,0.59,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1991,женский,5-14 лет,0,483600,0.0,0.8538,67530220219.0,15267,10.6,Ближний Восток
Израиль,1992,мужской,75+ лет,27,84400,31.99,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,мужской,55-74 лет,77,288500,26.69,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,мужской,35-54 лет,74,546900,13.53,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,75+ лет,14,109700,12.76,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,мужской,15-24 лет,54,462200,11.68,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,мужской,25-34 лет,42,365400,11.49,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,55-74 лет,36,345800,10.41,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,25-34 лет,17,361000,4.71,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,35-54 лет,24,565600,4.24,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,15-24 лет,11,443600,2.48,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,мужской,5-14 лет,4,521600,0.77,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1992,женский,5-14 лет,1,494200,0.2,0.8538,75575902932.0,16469,11.2,Ближний Восток
Израиль,1993,мужской,75+ лет,38,84700,44.86,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,мужской,55-74 лет,64,298600,21.43,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,75+ лет,18,112500,16.0,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,мужской,25-34 лет,47,372900,12.6,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,мужской,35-54 лет,69,566800,12.17,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,мужской,15-24 лет,54,476800,11.33,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,55-74 лет,31,358900,8.64,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,35-54 лет,29,586700,4.94,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,25-34 лет,13,368000,3.53,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,15-24 лет,7,457700,1.53,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,женский,5-14 лет,1,503000,0.2,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1993,мужской,5-14 лет,0,530400,0.0,0.8538,75954641355.0,16102,10.0,Ближний Восток
Израиль,1994,мужской,75+ лет,39,86000,45.35,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,75+ лет,29,116500,24.89,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,мужской,55-74 лет,56,307700,18.2,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,мужской,35-54 лет,97,586200,16.55,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,мужской,25-34 лет,52,382000,13.61,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,мужской,15-24 лет,57,489500,11.64,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,55-74 лет,32,370200,8.64,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,25-34 лет,16,376500,4.25,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,35-54 лет,25,608200,4.11,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,15-24 лет,8,469900,1.7,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,мужской,5-14 лет,3,540100,0.56,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1994,женский,5-14 лет,2,512100,0.39,0.8538,86307135997.0,17814,7.8,Ближний Восток
Израиль,1995,мужской,75+ лет,33,88800,37.16,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,75+ лет,27,121800,22.17,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,мужской,55-74 лет,63,314800,20.01,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,мужской,35-54 лет,72,607200,11.86,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,мужской,15-24 лет,49,501600,9.77,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,мужской,25-34 лет,38,393300,9.66,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,55-74 лет,28,379500,7.38,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,15-24 лет,20,481200,4.16,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,35-54 лет,22,631000,3.49,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,25-34 лет,4,387100,1.03,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,мужской,5-14 лет,3,549800,0.55,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1995,женский,5-14 лет,1,521600,0.19,0.817,100343219507.0,20159,6.9,Ближний Восток
Израиль,1996,мужской,75+ лет,39,96200,40.54,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,мужской,55-74 лет,50,325900,15.34,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,75+ лет,20,130600,15.31,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,мужской,25-34 лет,38,390300,9.74,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,мужской,35-54 лет,57,625600,9.11,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,мужской,15-24 лет,44,512900,8.58,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,55-74 лет,16,395400,4.05,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,35-54 лет,21,659200,3.19,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,25-34 лет,9,394500,2.28,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,15-24 лет,9,490500,1.83,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,мужской,5-14 лет,3,555300,0.54,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1996,женский,5-14 лет,0,527300,0.0,0.8538,109957321960.0,21545,8.3,Ближний Восток
Израиль,1997,мужской,75+ лет,44,99900,44.04,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,мужской,55-74 лет,55,330000,16.67,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,75+ лет,21,136500,15.38,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,мужской,35-54 лет,83,647100,12.83,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,мужской,15-24 лет,66,523600,12.61,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,мужской,25-34 лет,51,405400,12.58,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,55-74 лет,20,400900,4.99,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,25-34 лет,13,407500,3.19,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,35-54 лет,16,682500,2.34,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,15-24 лет,8,500700,1.6,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,мужской,5-14 лет,2,563800,0.35,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1997,женский,5-14 лет,0,535600,0.0,0.8538,114724862034.0,21921,9.5,Ближний Восток
Израиль,1998,мужской,75+ лет,33,103400,31.91,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,мужской,55-74 лет,55,333300,16.5,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,75+ лет,15,143800,10.43,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,мужской,25-34 лет,42,421100,9.97,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,мужской,15-24 лет,52,534300,9.73,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,мужской,35-54 лет,55,668200,8.23,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,55-74 лет,21,403400,5.21,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,35-54 лет,19,705600,2.69,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,15-24 лет,13,511000,2.54,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,25-34 лет,10,421100,2.37,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,мужской,5-14 лет,2,571700,0.35,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1998,женский,5-14 лет,1,543300,0.18,0.8538,115979230547.0,21637,10.7,Ближний Восток
Израиль,1999,мужской,75+ лет,31,106865,29.01,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,мужской,35-54 лет,105,689686,15.22,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,мужской,55-74 лет,43,338915,12.69,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,мужской,15-24 лет,62,544300,11.39,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,мужской,25-34 лет,50,439100,11.39,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,75+ лет,16,151632,10.55,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,55-74 лет,21,406997,5.16,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,25-34 лет,12,437200,2.74,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,35-54 лет,15,728952,2.06,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,15-24 лет,7,521300,1.34,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,мужской,5-14 лет,6,580400,1.03,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,1999,женский,5-14 лет,0,551700,0.0,0.8538,117189920212.0,21319,11.1,Ближний Восток
Израиль,2000,мужской,75+ лет,39,110539,35.28,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,мужской,25-34 лет,66,459153,14.37,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,мужской,35-54 лет,100,709982,14.08,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,мужской,15-24 лет,65,552321,11.77,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,мужской,55-74 лет,36,348176,10.34,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,75+ лет,13,159870,8.13,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,55-74 лет,25,414182,6.04,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,25-34 лет,15,455733,3.29,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,35-54 лет,24,750796,3.2,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,15-24 лет,10,530270,1.89,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,мужской,5-14 лет,1,590518,0.17,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2000,женский,5-14 лет,0,561751,0.0,0.85,132339311284.0,23451,10.9,Ближний Восток
Израиль,2001,мужской,75+ лет,38,113986,33.34,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,мужской,55-74 лет,56,361167,15.51,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,мужской,15-24 лет,76,557718,13.63,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,мужской,35-54 лет,94,724513,12.97,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,мужской,25-34 лет,58,478896,12.11,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,75+ лет,17,167410,10.15,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,55-74 лет,14,425773,3.29,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,35-54 лет,24,765725,3.13,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,25-34 лет,9,474315,1.9,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,15-24 лет,9,536217,1.68,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,женский,5-14 лет,2,571290,0.35,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2001,мужской,5-14 лет,1,600457,0.17,0.8538,130706147871.0,22623,11.6,Ближний Восток
Израиль,2002,мужской,75+ лет,28,117146,23.9,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,мужской,35-54 лет,99,732491,13.52,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,мужской,55-74 лет,45,377599,11.92,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,мужской,25-34 лет,59,496115,11.89,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,мужской,15-24 лет,60,561947,10.68,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,75+ лет,14,173506,8.07,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,55-74 лет,20,441786,4.53,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,35-54 лет,31,773340,4.01,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,15-24 лет,14,540419,2.59,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,25-34 лет,10,490754,2.04,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,женский,5-14 лет,2,580138,0.34,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2002,мужской,5-14 лет,0,610267,0.0,0.8538,121069378150.0,20536,12.9,Ближний Восток
Израиль,2003,мужской,75+ лет,28,120134,23.31,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,мужской,55-74 лет,70,393481,17.79,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,мужской,35-54 лет,125,739587,16.9,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,мужской,25-34 лет,57,509736,11.18,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,мужской,15-24 лет,62,566251,10.95,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,75+ лет,10,178813,5.59,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,55-74 лет,24,457426,5.25,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,35-54 лет,25,779552,3.21,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,25-34 лет,8,503837,1.59,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,15-24 лет,5,544294,0.92,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,мужской,5-14 лет,3,620511,0.48,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2003,женский,5-14 лет,0,589505,0.0,0.8538,126864966909.0,21133,13.4,Ближний Восток
Израиль,2004,мужской,75+ лет,30,123028,24.38,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,мужской,55-74 лет,65,407467,15.95,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,мужской,25-34 лет,66,520746,12.67,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,мужской,35-54 лет,90,749833,12.0,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,мужской,15-24 лет,68,570981,11.91,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,75+ лет,16,183915,8.7,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,55-74 лет,18,471206,3.82,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,35-54 лет,30,788499,3.8,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,25-34 лет,14,514416,2.72,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,15-24 лет,11,548642,2.0,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,женский,5-14 лет,2,599789,0.33,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2004,мужской,5-14 лет,1,631409,0.16,0.8538,135445033199.0,22168,12.9,Ближний Восток
Израиль,2005,мужской,75+ лет,35,126420,27.69,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,мужской,55-74 лет,52,422405,12.31,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,мужской,35-54 лет,93,761176,12.22,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,75+ лет,23,188969,12.17,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,мужской,15-24 лет,66,576279,11.45,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,мужской,25-34 лет,56,529472,10.58,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,55-74 лет,26,486213,5.35,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,35-54 лет,42,798431,5.26,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,25-34 лет,16,523192,3.06,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,15-24 лет,13,553467,2.35,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,мужской,5-14 лет,2,643592,0.31,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2005,женский,5-14 лет,1,611245,0.16,0.87,142462925574.0,22901,11.2,Ближний Восток
Израиль,2006,мужской,75+ лет,22,129698,16.96,0.8538,153966916311.0,24306,10.5,Ближний Восток
Израиль,2006,мужской,55-74 лет,61,439413,13.88,0.8538,153966916311.0,24306,10.5,Ближний Восток
Израиль,2006,мужской,35-54 лет,84,773099,10.87,0.8538,153966916311.0,24306,10.5,Ближний Восток
Израиль,2006,мужской,15-24 лет,61,582025,10.48,0.8538,153966916311.0,24306,10.5,Ближний Восток
Израиль,2006,мужской,25-34 лет,51,535920,9.52,0.8538,153966916311.0,24306,10.5,Ближний Восток
